dates     glaicer snow_cover sd t2m tp sden z sdor lsm pt
19920302: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920303: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920304: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920305: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920306: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920307: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920308: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920309: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920310: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920311: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920312: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920313: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920314: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920315: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920316: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920317: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920318: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920319: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920320: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920321: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920322: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920323: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920324: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920325: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920326: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920327: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920328: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920329: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920330: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920331: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920401: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920402: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920403: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920404: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920405: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920406: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920407: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920408: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920409: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920410: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920411: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920412: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920413: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920414: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920415: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920416: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920417: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920418: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920419: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920420: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920421: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920422: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920423: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920424: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920425: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920426: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920427: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920428: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920429: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920430: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920501: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920502: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920503: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920504: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920505: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920506: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920507: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920508: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920509: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920510: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920511: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920512: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920513: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920514: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920515: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920516: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920517: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920518: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920519: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920520: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920521: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920522: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920523: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920524: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920525: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920526: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920527: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920528: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920529: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920530: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920531: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920601: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920602: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920603: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920604: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920605: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920606: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920607: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920608: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920609: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920610: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920611: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920612: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920613: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920614: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920615: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920616: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920617: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920618: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920619: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920620: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920621: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920622: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920623: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920624: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920625: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920626: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920627: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920628: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920629: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920630: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920701: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920702: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920703: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920704: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920705: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920706: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920707: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920708: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920709: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920710: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920711: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920712: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920713: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920714: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920715: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920716: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920717: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920718: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920719: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920720: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920721: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920722: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920723: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920724: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920725: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920726: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920727: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920728: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920729: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920730: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920731: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920801: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920802: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920803: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920804: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920805: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920806: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920807: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920808: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920809: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920810: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920811: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920812: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920813: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920814: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920815: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920816: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920817: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920818: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920819: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920820: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920821: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920822: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920823: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920824: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920825: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920826: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920827: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920828: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920829: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920830: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920831: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920901: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920902: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920903: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920904: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920905: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920906: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920907: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920908: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920909: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920910: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920911: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920912: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920913: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920914: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920915: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920916: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920917: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920918: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920919: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920920: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920921: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920922: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920923: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920924: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920925: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920926: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920927: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920928: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920929: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19920930: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19921001: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19921002: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19921003: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19921004: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19921005: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19921006: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19921007: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19921008: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19921009: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19921010: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19921011: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19921012: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19921013: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19921014: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19921015: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19921016: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19921017: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19921018: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19921019: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19921020: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19921021: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19921022: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19921023: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19921024: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19921025: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19921026: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19921027: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19921028: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19921029: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19921030: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19921031: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19921101: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19921102: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19921103: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
19921104: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
